Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
5/28/23,FIVE GUYS NJ 0208 QSVAUXHALL            NJ,38.93,"00250200001 9086888877
FIVE GUYS NJ 0208 QSR 000000208
VAUXHALL
NJ
Description : FAST FOOD REST. Price : 0.3893
9086888877",FIVE GUYS NJ 0208 QSVAUXHALL            NJ,2933 VAUXHALL RD STE 1,"VAUXHALL
NJ",7088,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/28/23,FRESH FOOD 0000     NEW YORK            NY,33.28,"16400048    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/27/23,AplPay DD/BR #358915NEW YORK            NY,6.11,"23271546437 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/27/23,FRESH FOOD 0000     NEW YORK            NY,4.16,"16300047    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/27/23,FRESH FOOD 0000     NEW YORK            NY,16.64,"16300046    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/27/23,MORTON WILLIAMS - GRNEW YORK            NY,15.1,"000063538   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/26/23,AplPay STARBUCKS STONEW YORK            NY,10.25,"3E15E472068 FAST FOOD RESTAURANT
AplPay STARBUCKS STORE 0083
NEW YORK
NY
FAST FOOD RESTAURANT",AplPay STARBUCKS STONEW YORK            NY,585 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/26/23,FRESH FOOD 0000     NEW YORK            NY,16.64,"16200103    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/25/23,AplPay DUNKIN #33046NEW YORK            NY,10.21,"23251216293 860-779-2757
AplPay DUNKIN #330461 Q35 3304
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
860-779-2757",AplPay DUNKIN #33046NEW YORK            NY,412 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/25/23,JAPAN VILLAGE FOOD CBROOKLYN            NY,13.8,"73011003145 SUNRISEMART4@GMAIL.CO
SUNRISEMART4@GMAIL.COM
JAPAN VILLAGE FOOD COURT 7392900013004
BROOKLYN
NY
SUNRISEMART4@GMAIL.COM",JAPAN VILLAGE FOOD CBROOKLYN            NY,934 3RD AVE,"BROOKLYN
NY",11232,UNITED STATES,3.20231E+17,Restaurant-Restaurant
5/24/23,AplPay DD/BR #338712NEW YORK            NY,7.83,"23241239275 212-532-5003
AplPay DD/BR #338712 3357
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-532-5003",AplPay DD/BR #338712NEW YORK            NY,601 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/23/23,AplPay DD/BR #358915NEW YORK            NY,10.56,"23231156397 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/22/23,AplPay DD/BR #358915NEW YORK            NY,8.37,"23221306557 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/22/23,BALTHAZAR RESTAURANTNEW YORK            NY,108.27,"0000582181  2129255340
BALTHAZAR RESTAURANT 682971
NEW YORK
NY
",BALTHAZAR RESTAURANTNEW YORK            NY,568 BROADWAY RM 401,"NEW YORK
NY",10012-3265,UNITED STATES,3.20231E+17,Restaurant-Restaurant
5/21/23,AplPay WHOLE FOODS MNEW YORK            NY,23.62,"08SQ3IKFECR 6464971222
AplPay WHOLE FOODS MARKET
NEW YORK
NY
Description : GROCERY STORES Price : 0.2362
6464971222",AplPay WHOLE FOODS MNEW YORK            NY,226 EAST 57TH ST,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/21/23,FRESH FOOD 0000     NEW YORK            NY,16.64,"16700026    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/21/23,TRADER JOE S #571 00NEW YORK            NY,123.2,"000271745916265993700
TRADER JOE S #571 000000571
NEW YORK
NY
6265993700",TRADER JOE S #571 00NEW YORK            NY,405 EAST 59TH ST,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/20/23,AplPay DD/BR #358915NEW YORK            NY,17.5,"23201226547 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/20/23,FRESH FOOD 0000     NEW YORK            NY,16.64,"16600124    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/20/23,FRESH FOOD 0000     NEW YORK            NY,16.64,"16600040    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/20/23,MORTON WILLIAMS - GRNEW YORK            NY,16.68,"000060415   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/19/23,AplPay DD/BR #358915NEW YORK            NY,25.53,"23191100007 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/19/23,TRADER JOE S #544 00NEW YORK            NY,31.02,"00004272426 6265993700
TRADER JOE S #544 000000544
NEW YORK
NY
6265993700",TRADER JOE S #544 00NEW YORK            NY,200 EAST 32ND ST,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/18/23,Amazon Prime        Amazon.com          WA,-15.89,"VNL1V62SCNF SHIPPINGCLUB
Amazon Prime
Amazon.com
WA
SHIPPINGCLUB",Amazon Prime        Amazon.com          WA,440 TERRY AVE NORTH,"SEATTLE
WA",98109,UNITED STATES,3.20231E+17,Merchandise & Supplies-Mail Order
5/18/23,Amazon Prime        Amazon.com          WA,-15.89,"VSAW9SZQVON SHIPPINGCLUB
Amazon Prime
Amazon.com
WA
SHIPPINGCLUB",Amazon Prime        Amazon.com          WA,440 TERRY AVE NORTH,"SEATTLE
WA",98109,UNITED STATES,3.20231E+17,Merchandise & Supplies-Mail Order
5/18/23,Amazon Prime        Amazon.com          WA,-15.89,"1NOP77UM3M9 SHIPPINGCLUB
Amazon Prime
Amazon.com
WA
SHIPPINGCLUB",Amazon Prime        Amazon.com          WA,440 TERRY AVE NORTH,"SEATTLE
WA",98109,UNITED STATES,3.20231E+17,Merchandise & Supplies-Mail Order
5/18/23,AplPay DD/BR #358915NEW YORK            NY,8.37,"23181253297 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/18/23,UN GOURMET DELI 0000NEW YORK            NY,7.27,"78300123    212-688-0910
UN GOURMET DELI 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
212-688-0910",UN GOURMET DELI 0000NEW YORK            NY,361 EAST 49TH ST,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/17/23,Amazon Prime        Amazon.com          WA,15.89,"10APP2ZY2IK SHIPPINGCLUB
Amazon Prime
Amazon.com
WA
SHIPPINGCLUB",Amazon Prime        Amazon.com          WA,440 TERRY AVE NORTH,"SEATTLE
WA",98109,UNITED STATES,3.20231E+17,Merchandise & Supplies-Mail Order
5/17/23,AplPay DD/BR #358915NEW YORK            NY,8.37,"23171308327 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/16/23,AplPay DD/BR #338712NEW YORK            NY,9.55,"23161349145 212-532-5003
AplPay DD/BR #338712 3357
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-532-5003",AplPay DD/BR #338712NEW YORK            NY,601 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/16/23,TST* 7TH STREET BURGNEW YORK            NY,25.13,"21105173137 RESTAURANT
TST* 7TH STREET BURGER - 00101799
NEW YORK
NY
RESTAURANT",TST* 7TH STREET BURGNEW YORK            NY,91 EAST 7TH ST,"NEW YORK
NY",10009,UNITED STATES,3.20231E+17,Restaurant-Restaurant
5/15/23,AplPay DUNKIN #33046NEW YORK            NY,4.78,"23151258273 860-779-2757
AplPay DUNKIN #330461 Q35 3304
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
860-779-2757",AplPay DUNKIN #33046NEW YORK            NY,412 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/15/23,MORTON WILLIAMS - GRNEW YORK            NY,3.58,"000038404   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/14/23,2ND AVE GOURMET DELINEW YORK            NY,25.59,"73011763134 IBRAHEEMALOMARI2017@G
IBRAHEEMALOMARI2017@GMAIL
2ND AVE GOURMET DELI 630778280572990
NEW YORK
NY
IBRAHEEMALOMARI2017@GMAIL",2ND AVE GOURMET DELINEW YORK            NY,301 EAST 47TH ST,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/14/23,DD/BR #358915 3589  NEW YORK            NY,10.21,"23141150307 609-586-6680
DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",DD/BR #358915 3589  NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/14/23,FRESH FOOD 0000     NEW YORK            NY,16.64,"16000034    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/14/23,FRESH FOOD 0000     NEW YORK            NY,18.12,"16000021    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/13/23,AplPay DD/BR #358915NEW YORK            NY,11.21,"23131436157 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/13/23,WHOLE FOODS MARKET  NEW YORK            NY,61.52,"08S8DLT977Z 6464971222
WHOLE FOODS MARKET
NEW YORK
NY
Description : GROCERY STORES Price : 0.6152
6464971222",WHOLE FOODS MARKET  NEW YORK            NY,226 EAST 57TH ST,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/11/23,STARBUCKS STORE 0737NEW YORK            NY,6.34,"2B00A89C1F5 FAST FOOD RESTAURANT
STARBUCKS STORE 0737
NEW YORK
NY
FAST FOOD RESTAURANT",STARBUCKS STORE 0737NEW YORK            NY,757 THIRD AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/10/23,MORTON WILLIAMS - GRNEW YORK            NY,6.16,"000047727   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/9/23,AplPay STARBUCKS STONEW YORK            NY,69.12,"BBBB7499E20 FAST FOOD RESTAURANT
AplPay STARBUCKS STORE 1886
NEW YORK
NY
FAST FOOD RESTAURANT",AplPay STARBUCKS STONEW YORK            NY,393 THIRD AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/7/23,DAINOBU 403903425000NEW YORK            NY,12.57,"73011753128 DNBU2@DAINOBU.COM
DAINOBU 403903425000404
NEW YORK
NY
DNBU2@DAINOBU.COM",DAINOBU 403903425000NEW YORK            NY,129 EAST 47TH ST,"NEW YORK
NY",10017-2026,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/7/23,MORTON WILLIAMS - GRNEW YORK            NY,28.11,"000069321   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/7/23,TED'S CORNER TAVERN NEW YORK            NY,21.42,"574178      RESTAURANT
TED'S CORNER TAVERN
NEW YORK
NY
RESTAURANT",TED'S CORNER TAVERN NEW YORK            NY,523 3RD AVE,"NEW YORK
NY",10016-4763,UNITED STATES,3.20231E+17,Restaurant-Restaurant
5/6/23,AplPay DD/BR #358915NEW YORK            NY,8.37,"23061231277 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/6/23,FRESH FOOD 0000     NEW YORK            NY,16.64,"16200064    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/5/23,AplPay TST* 7TH STRENEW YORK            NY,29,"21105173126 RESTAURANT
AplPay TST* 7TH STREET BURGER - 00101799
NEW YORK
NY
RESTAURANT",AplPay TST* 7TH STRENEW YORK            NY,91 EAST 7TH ST,"NEW YORK
NY",10009,UNITED STATES,3.20231E+17,Restaurant-Restaurant
5/4/23,AplPay DD/BR #358915NEW YORK            NY,2.19,"23041238407 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/4/23,AplPay LA VERA PIZZANEW YORK            NY,16.76,"08800138    212-826-8777
AplPay LA VERA PIZZA. 0000
NEW YORK
NY
Description : FOOD/BEVERAGE Price : 0.00
212-826-8777",AplPay LA VERA PIZZANEW YORK            NY,922 2ND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Restaurant-Restaurant
5/4/23,AplPay MORTON WILLIANEW YORK            NY,8.38,"000068244   2123086922
AplPay MORTON WILLIAMS - GRAY 000000000579
NEW YORK
NY
2123086922",AplPay MORTON WILLIANEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/4/23,AplPay NY GRILL AND NEW YORK            NY,17.55,"85183533124646-952-0037
AplPay NY GRILL AND DELI
NEW YORK
NY
646-952-0037",AplPay NY GRILL AND NEW YORK            NY,882 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/4/23,DD/BR #358915 3589  NEW YORK            NY,6.11,"23041233167 609-586-6680
DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",DD/BR #358915 3589  NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/3/23,AplPay DUANE READE #NEW YORK            NY,5.99,"99999993124 8002892273
AplPay DUANE READE #14368 000014368
NEW YORK
NY
Description : PHARMACIES Price : 0.0599
8002892273",AplPay DUANE READE #NEW YORK            NY,931 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Pharmacies
5/2/23,MOBILE PAYMENT - THANK YOU,-1475.6,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,3.20231E+17,
5/2/23,NY GRILL AND DELI   NEW YORK            NY,19.76,"85183533122646-952-0037
NY GRILL AND DELI
NEW YORK
NY
646-952-0037",NY GRILL AND DELI   NEW YORK            NY,882 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
5/1/23,AplPay DUANE READE #NEW YORK            NY,23.41,"99999993122 8002892273
AplPay DUANE READE #14368 000014368
NEW YORK
NY
Description : PHARMACIES Price : 0.2341
8002892273",AplPay DUANE READE #NEW YORK            NY,931 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Pharmacies
5/1/23,AplPay DUNKIN #30625NEW YORK            NY,8.37,"23011259283 212-599-1100
AplPay DUNKIN #306250 3062
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-599-1100",AplPay DUNKIN #30625NEW YORK            NY,"800 2ND AVE
FRNT B","NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
5/1/23,FS *CAPTURE ONE     877-327-8914        CA,20,"9IKUC0LGT5W3AC9610BA69D3D7E 93101
FS *CAPTURE ONE
877-327-8914
CA
3AC9610BA69D3D7E 93101",FS *CAPTURE ONE     877-327-8914        CA,801 GDN ST 201,"SANTA BARBARA
CA",93101,UNITED STATES,3.20231E+17,Merchandise & Supplies-Internet Purchase
4/30/23,MORTON WILLIAMS - GRNEW YORK            NY,32.96,"000066533   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/30/23,STARBUCKS STORE 4811NEW YORK            NY,11.31,"9B92462CC99 FAST FOOD RESTAURANT
STARBUCKS STORE 4811
NEW YORK
NY
FAST FOOD RESTAURANT",STARBUCKS STORE 4811NEW YORK            NY,969 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/29/23,CVS PHARMACY #11014 NEW YORK            NY,28.76,"10178601   8007467287
PHARMACIES
CVS PHARMACY #11014 000011014
NEW YORK
NY
PHARMACIES
8007467287",CVS PHARMACY #11014 NEW YORK            NY,2704 OAKLAWN BLVD,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Pharmacies
4/29/23,FRESH FOOD 0000     NEW YORK            NY,16.64,"16500054    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/28/23,AplPay MORTON WILLIANEW YORK            NY,41.41,"000065985   2123086922
AplPay MORTON WILLIAMS - GRAY 000000000579
NEW YORK
NY
2123086922",AplPay MORTON WILLIANEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/28/23,AplPay NY GRILL AND NEW YORK            NY,25.32,"85183533118646-952-0037
AplPay NY GRILL AND DELI
NEW YORK
NY
646-952-0037",AplPay NY GRILL AND NEW YORK            NY,882 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/28/23,STARBUCKS STORE 1886NEW YORK            NY,11.97,"5375D05620A FAST FOOD RESTAURANT
STARBUCKS STORE 1886
NEW YORK
NY
FAST FOOD RESTAURANT",STARBUCKS STORE 1886NEW YORK            NY,393 THIRD AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/27/23,CVS PHARMACY #11014 NEW YORK            NY,30,"10142618    8007467287
CVS PHARMACY #11014 000011014
NEW YORK
NY
Description : PHARMACIES Price : 0.30
8007467287",CVS PHARMACY #11014 NEW YORK            NY,2704 OAKLAWN BLVD,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Pharmacies
4/27/23,D'AGOSTINO          NEW YORK            NY,13.97,"00493200064 2123194870
D'AGOSTINO
NEW YORK
NY
Description : GROCERY STORES Price : 0.1397
2123194870",D'AGOSTINO          NEW YORK            NY,966 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/26/23,AplPay DD/BR #358915NEW YORK            NY,13.14,"23261255017 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/26/23,AplPay MORTON WILLIANEW YORK            NY,35.56,"000079297   2123086922
AplPay MORTON WILLIAMS - GRAY 000000000579
NEW YORK
NY
2123086922",AplPay MORTON WILLIANEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/25/23,AplPay DUNKIN #33046NEW YORK            NY,8.03,"23251236443 860-779-2757
AplPay DUNKIN #330461 Q35 3304
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
860-779-2757",AplPay DUNKIN #33046NEW YORK            NY,412 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/25/23,MORTON WILLIAMS - GRNEW YORK            NY,11.98,"000023437   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/23/23,FRESH FOOD 0000     NEW YORK            NY,16.64,"16900031    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/22/23,AplPay EMACK & BOLIONEW YORK            NY,17.53,"NwVaJEtXgMD squareup.com/receipts
AplPay EMACK & BOLIO'S MIDTOWN
NEW YORK
NY
squareup.com/receipts",AplPay EMACK & BOLIONEW YORK            NY,1005 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/22/23,CVS/PHARMACY #01618 NEW YORK            NY,12.18,"10025234    8007467287
CVS/PHARMACY #01618 000001618
NEW YORK
NY
Description : PHARMACIES Price : 0.1218
8007467287",CVS/PHARMACY #01618 NEW YORK            NY,81 8TH AVE,"NEW YORK
NY",10011,UNITED STATES,3.20231E+17,Merchandise & Supplies-Pharmacies
4/22/23,WOGIES BAR          NEW YORK            NY,20,"2122292171
WOGIES BAR
NEW YORK
NY
2122292171",WOGIES BAR          NEW YORK            NY,39 GREENWICH AVE,"NEW YORK
NY",10014,UNITED STATES,3.20231E+17,Restaurant-Restaurant
4/21/23,AplPay WHOLE FOODS MNEW YORK            NY,68.18,"0QJ4Z7OIE53 6464971222
AplPay WHOLE FOODS MARKET
NEW YORK
NY
Description : GROCERY STORES Price : 0.6818
6464971222",AplPay WHOLE FOODS MNEW YORK            NY,226 EAST 57TH ST,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/20/23,DD/BR #358915 3589  NEW YORK            NY,6.57,"23201117447 609-586-6680
DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",DD/BR #358915 3589  NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/20/23,MORTON WILLIAMS - GRNEW YORK            NY,10.27,"000062146   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
